species,fastq,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Salvia hispanica,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia hispanica
Salvia splendens,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia splendens
Sesamum indicum,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Lamiales;Pedaliaceae;Sesamum;Sesamum indicum
Theobroma cacao,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Theobroma;Theobroma cacao
Punica granatum,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Myrtales;Lythraceae;Punica;Punica granatum
Eucalyptus grandis,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;Eucalyptus grandis
Ananas comosus,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;Ananas comosus
Lolium rigidum,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Lolium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Lolium;Lolium rigidum
Setaria italica,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Setaria,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Setaria;Setaria italica
Solanum pennellii,3,3,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum pennellii
Wanchaivirus mEp234,3,3,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes_Incertae_sedis,Caudoviricetes_Incertae_sedis_Incertae_sedis,Wanchaivirus,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis;Caudoviricetes_Incertae_sedis_Incertae_sedis;Wanchaivirus;Wanchaivirus mEp234
Methanobrevibacter sp. AbM4,2,2,Archaea,Archaea_none,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Archaea;Archaea_none;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter sp. AbM4
Sulfidibacter corallicola,2,2,Bacteria,Bacteria_none,Acidobacteriota,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Sulfidibacter,Bacteria;Bacteria_none;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Sulfidibacter;Sulfidibacter corallicola
Gardnerella vaginalis,2,2,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;Gardnerella vaginalis
Arthrobacter antioxidans,2,2,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter antioxidans
Nonomuraea phyllanthi,2,2,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea phyllanthi
Bacillus mycoides,2,2,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mycoides
Bacillus subtilis,2,2,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis
Paenibacillus sp. R14(2021),2,2,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. R14(2021)
Streptococcus pluranimalium,2,2,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pluranimalium
Geosporobacter ferrireducens,2,2,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Geosporobacter,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Geosporobacter;Geosporobacter ferrireducens
Dysosmobacter welbionis,2,2,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter;Dysosmobacter welbionis
Cyclobacterium marinum,2,2,Bacteria,Bacteria_none,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;Cyclobacterium marinum
Hymenobacter sp. 5116S-27,2,2,Bacteria,Bacteria_none,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 5116S-27
Chryseobacterium suipulveris,2,2,Bacteria,Bacteria_none,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium suipulveris
Prosthecochloris sp. GSB1,2,2,Bacteria,Bacteria_none,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Bacteria;Bacteria_none;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Prosthecochloris;Prosthecochloris sp. GSB1
Nostoc sphaeroides,2,2,Bacteria,Bacteria_none,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Bacteria;Bacteria_none;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;Nostoc sphaeroides
Mycoplasmoides gallisepticum,2,2,Bacteria,Bacteria_none,Mycoplasmatota,Mycoplasmatota_Incertae_sedis,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmoides,Bacteria;Bacteria_none;Mycoplasmatota;Mycoplasmatota_Incertae_sedis;Mycoplasmoidales;Metamycoplasmataceae;Mycoplasmoides;Mycoplasmoides gallisepticum
Bartonella sp. HY761,2,2,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella sp. HY761
Terasakiella sp. SH-1,2,2,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;Terasakiella;Terasakiella sp. SH-1
Sphingomonas alpina,2,2,Bacteria,Bacteria_none,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas alpina
Massilia sp. erpn,2,2,Bacteria,Bacteria_none,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp. erpn
Paradesulfovibrio bizertensis,2,2,Bacteria,Bacteria_none,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Paradesulfovibrio (ex Waite et al. 2020),Bacteria;Bacteria_none;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Paradesulfovibrio (ex Waite et al. 2020);Paradesulfovibrio bizertensis
Saccharobesus litoralis,2,2,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Saccharobesus,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saccharobesus;Saccharobesus litoralis
Candidatus Profftia tarda,2,2,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Profftia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Profftia;Candidatus Profftia tarda
Erwinia rhapontici,2,2,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia rhapontici
Yersinia alsatica,2,2,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia alsatica
Pseudomonas allokribbensis,2,2,Bacteria,Bacteria_none,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas allokribbensis
Brachyspira hampsonii,2,2,Bacteria,Bacteria_none,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Bacteria;Bacteria_none;Spirochaetota;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira hampsonii
Trichomonas vaginalis,2,2,Eukaryota,Eukaryota_Incertae_sedis,Parabasalia,Parabasalia_Incertae_sedis,Trichomonadida,Trichomonadidae,Trichomonas,Eukaryota;Eukaryota_Incertae_sedis;Parabasalia;Parabasalia_Incertae_sedis;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas vaginalis
Naumovozyma dairenensis,2,2,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Naumovozyma;Naumovozyma dairenensis
Dioscorea cayenensis,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Dioscoreales;Dioscoreaceae;Dioscorea;Dioscorea cayenensis
Carya illinoinensis,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Carya;Carya illinoinensis
Rhodamnia argentea,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Rhodamnia,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Rhodamnia;Rhodamnia argentea
Brachypodium distachyon,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Brachypodium,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Brachypodium;Brachypodium distachyon
Fragaria vesca,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;Fragaria vesca
Prunus mume,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Prunus;Prunus mume
Citrus sinensis,2,2,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus sinensis
Caminolopintovirus STGO351,2,2,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes_Incertae_sedis,Caudoviricetes_Incertae_sedis_Incertae_sedis,Caminolopintovirus,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis;Caudoviricetes_Incertae_sedis_Incertae_sedis;Caminolopintovirus;Caminolopintovirus STGO351
Halovenus salina,1,1,Archaea,Archaea_none,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,Archaea;Archaea_none;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halovenus;Halovenus salina
Methanocaldococcus bathoardescens,1,1,Archaea,Archaea_none,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Archaea;Archaea_none;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus bathoardescens
Streptomyces atratus,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces atratus
Streptomyces coeruleorubidus,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces coeruleorubidus
Streptomyces noursei,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces noursei
Streptomyces sp. 891-h,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. 891-h
Streptomyces sp. MST-110588,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. MST-110588
Streptomyces sp. QHH-9511,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. QHH-9511
Streptomyces spongiicola,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces spongiicola
Brevibacterium linens,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium linens
Aurantimicrobium photophilum,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aurantimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Aurantimicrobium;Aurantimicrobium photophilum
Curtobacterium sp. 24E2,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;Curtobacterium sp. 24E2
Plantibacter sp. PA-3-X8,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Plantibacter,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Plantibacter;Plantibacter sp. PA-3-X8
Auritidibacter sp. NML130574,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Auritidibacter,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Auritidibacter;Auritidibacter sp. NML130574
Kocuria flava,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria flava
Tropheryma whipplei,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Tropherymataceae,Tropheryma,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Tropherymataceae;Tropheryma;Tropheryma whipplei
Micromonospora sp. WMMA2032,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp. WMMA2032
Corynebacterium zhongnanshanii,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium zhongnanshanii
Mycobacterium kubicae,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium kubicae
Mycobacterium simiae,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium simiae
Mycolicibacterium helvum,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium helvum
Pseudonocardia sp. EC080610-09,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. EC080610-09
Saccharopolyspora sp. ASAGF58,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora sp. ASAGF58
Actinomadura sp. WMMB 499,1,1,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura sp. WMMB 499
Conexibacter sp. S30A1,1,1,Bacteria,Bacteria_none,Actinomycetota,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. S30A1
Hydrogenobacter thermophilus,1,1,Bacteria,Bacteria_none,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Bacteria;Bacteria_none;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter thermophilus
Cytobacillus oceanisediminis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus oceanisediminis
Metabacillus sediminilitoris,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus;Metabacillus sediminilitoris
Priestia flexa,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia flexa
Gemella haemolysans,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillales_Incertae_sedis,Gemella,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillales_Incertae_sedis;Gemella;Gemella haemolysans
Gemella sanguinis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillales_Incertae_sedis,Gemella,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillales_Incertae_sedis;Gemella;Gemella sanguinis
Listeria marthii,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria marthii
Paenibacillus lutimineralis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus lutimineralis
Paenibacillus marchantiae,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus marchantiae
Paenibacillus sp. FSL R5-0912,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. FSL R5-0912
Paenibacillus sp. JZ16,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. JZ16
Staphylococcus aureus,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus
Staphylococcus lugdunensis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus lugdunensis
Jeotgalibaca dankookensis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;Jeotgalibaca dankookensis
Tetragenococcus koreensis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;Tetragenococcus koreensis
Lactobacillus kefiranofaciens,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus kefiranofaciens
Schleiferilactobacillus harbinensis,1,1,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Schleiferilactobacillus;Schleiferilactobacillus harbinensis
Candidatus Arthromitus sp. SFB-rat-Yit,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Candidatus Arthromitus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Candidatus Arthromitus;Candidatus Arthromitus sp. SFB-rat-Yit
Clostridium baratii,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium baratii
Clostridium beijerinckii,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium beijerinckii
Clostridium butyricum,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium butyricum
Clostridium manihotivorum,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium manihotivorum
Clostridium sporogenes,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sporogenes
Crassaminicella sp. 143-21,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Crassaminicella,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Crassaminicella;Crassaminicella sp. 143-21
Enterocloster bolteae,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster bolteae
Faecalibacterium prausnitzii,1,1,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii
