species,fastq,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Unknown,4890778,4890778,Unclassified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Thiospirochaeta perfilievii,6,6,Bacteria,Bacteria_none,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Thiospirochaeta,Bacteria;Bacteria_none;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Thiospirochaeta;Thiospirochaeta perfilievii
Treponema parvum,6,6,Bacteria,Bacteria_none,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Bacteria;Bacteria_none;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema parvum
Pyramidobacter piscolens,6,6,Bacteria,Bacteria_none,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,Bacteria;Bacteria_none;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;Pyramidobacter piscolens
Plasmodium yoelii,6,6,Eukaryota,Eukaryota_Incertae_sedis,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Eukaryota;Eukaryota_Incertae_sedis;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium yoelii
Fulvia fulva,6,6,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Fulvia,Eukaryota;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Fulvia;Fulvia fulva
Colletotrichum lupini,6,6,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum lupini
Fusarium keratoplasticum,6,6,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium keratoplasticum
Drechmeria coniospora,6,6,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria,Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Drechmeria;Drechmeria coniospora
Puccinia triticina,6,6,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Eukaryota;Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia triticina
Streptomyces phage phiSAJS1,6,6,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes_Incertae_sedis,Caudoviricetes_Incertae_sedis_Incertae_sedis,Woodruffvirus,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis;Caudoviricetes_Incertae_sedis_Incertae_sedis;Woodruffvirus;Streptomyces phage phiSAJS1
Junduvirus copri,6,6,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Junduvirus,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Crevaviridae;Junduvirus;Junduvirus copri
Halomarina sp. BCD28,5,5,Archaea,Archaea_none,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halomarina,Archaea;Archaea_none;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halomarina;Halomarina sp. BCD28
Methanococcus aeolicus,5,5,Archaea,Archaea_none,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Archaea;Archaea_none;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus aeolicus
Sulfidibacter corallicola,5,5,Bacteria,Bacteria_none,Acidobacteriota,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Sulfidibacter,Bacteria;Bacteria_none;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Sulfidibacter;Sulfidibacter corallicola
Edaphobacter sp. 4G125,5,5,Bacteria,Bacteria_none,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter,Bacteria;Bacteria_none;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter;Edaphobacter sp. 4G125
Occallatibacter riparius,5,5,Bacteria,Bacteria_none,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,Bacteria;Bacteria_none;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Occallatibacter;Occallatibacter riparius
Iamia sp. SCSIO 61187,5,5,Bacteria,Bacteria_none,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Bacteria;Bacteria_none;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia sp. SCSIO 61187
Schaalia sp. 19OD2882,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia sp. 19OD2882
Actinopolyspora erythraea,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Actinopolysporales;Actinopolysporaceae;Actinopolyspora;Actinopolyspora erythraea
Blastococcus sp. PRF04-17,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. PRF04-17
Kitasatospora sp. MMS16-BH015,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora sp. MMS16-BH015
Streptomyces atratus,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces atratus
Streptomyces marincola,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces marincola
Streptomyces peucetius,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces peucetius
Streptomyces sp. PBH53,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. PBH53
Streptomyces sp. RerS4,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces sp. RerS4
Brevibacterium sp. BRM-1,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sp. BRM-1
Cellulomonas sp. C5510,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas sp. C5510
Devriesea agamarum,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Devriesea,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Devriesea;Devriesea agamarum
Agromyces sp. CFWR-12,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces;Agromyces sp. CFWR-12
Microbacterium chocolatum,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium chocolatum
Microbacterium foliorum,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium foliorum
Glutamicibacter sp. MNS18,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Glutamicibacter;Glutamicibacter sp. MNS18
Pseudarthrobacter psychrotolerans,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter psychrotolerans
Actinoplanes sp. N902-109,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sp. N902-109
Corynebacterium segmentosum,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium segmentosum
Gordonia sp. WA4-43,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia;Gordonia sp. WA4-43
Mycobacterium gordonae,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium gordonae
Mycobacterium malmoense,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium malmoense
Mycobacterium sp. WY10,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium sp. WY10
Nocardia brasiliensis,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia brasiliensis
Friedmanniella luteola,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Friedmanniella,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Friedmanniella;Friedmanniella luteola
Cutibacterium acnes,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes
Microlunatus sp. Gsoil 973,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus sp. Gsoil 973
Tessaracoccus flavescens,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus flavescens
Vaginimicrobium propionicum,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Vaginimicrobium,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Vaginimicrobium;Vaginimicrobium propionicum
Allokutzneria albata,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;Allokutzneria albata
Amycolatopsis sp. DSM 110486,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sp. DSM 110486
Amycolatopsis sp. HUAS 11-8,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis sp. HUAS 11-8
Saccharomonospora viridis,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora viridis
Saccharothrix syringae,5,5,Bacteria,Bacteria_none,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix syringae
Atopobium sp. oral taxon 416,5,5,Bacteria,Bacteria_none,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium sp. oral taxon 416
Lancefieldella parvula,5,5,Bacteria,Bacteria_none,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Bacteria;Bacteria_none;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;Lancefieldella parvula
Miltoncostaea oceani,5,5,Bacteria,Bacteria_none,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea,Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Miltoncostaeales;Miltoncostaeaceae;Miltoncostaea;Miltoncostaea oceani
Thermoleophilum album,5,5,Bacteria,Bacteria_none,Actinomycetota,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,Thermoleophilum,Bacteria;Bacteria_none;Actinomycetota;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;Thermoleophilum album
Alicyclobacillus sp. ALC3,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sp. ALC3
Alicyclobacillus sp. SO9,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus sp. SO9
Anoxybacillus flavithermus,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus flavithermus
Bacillus halotolerans,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus halotolerans
Bacillus paranthracis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus paranthracis
Bacillus pumilus,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus
Bacillus sp. 1NLA3E,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. 1NLA3E
Bacillus sp. FJAT-42376,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FJAT-42376
Fictibacillus sp. KU28468,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus sp. KU28468
Lysinibacillus sp. 2017,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sp. 2017
Niallia circulans,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Niallia;Niallia circulans
Niallia sp. RD1,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Niallia;Niallia sp. RD1
Sutcliffiella horikoshii,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Sutcliffiella,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Sutcliffiella;Sutcliffiella horikoshii
Virgibacillus sp. Bac330,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus sp. Bac330
Hydrogenibacillus sp. N12,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Bacillales Family X. Incertae Sedis,Hydrogenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Bacillales Family X. Incertae Sedis;Hydrogenibacillus;Hydrogenibacillus sp. N12
Brevibacillus brevis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus brevis
Brevibacillus sp. BB3-R1,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus sp. BB3-R1
Cohnella candidum,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella candidum
Paenibacillus azoreducens,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus azoreducens
Paenibacillus ihbetae,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus ihbetae
Paenibacillus konkukensis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus konkukensis
Paenibacillus lycopersici,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus lycopersici
Paenibacillus macerans,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus macerans
Paenibacillus physcomitrellae,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus physcomitrellae
Paenibacillus sp. 19GGS1-52,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. 19GGS1-52
Paenibacillus sp. FSL P4-0081,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. FSL P4-0081
Paenibacillus sp. JDR-2,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. JDR-2
Paenibacillus sp. SS4,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. SS4
Paenibacillus swuensis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus swuensis
Paenibacillus yonginensis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus yonginensis
Enterococcus mundtii,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus mundtii
Enterococcus rotai,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus rotai
Lactiplantibacillus plantarum,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus plantarum
Lactobacillus helveticus,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus helveticus
Leuconostoc citreum,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc citreum
Weissella cibaria,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella cibaria
Streptococcus lutetiensis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus lutetiensis
Streptococcus parasuis,5,5,Bacteria,Bacteria_none,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parasuis
Alkaliphilus metalliredigens,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Alkaliphilus;Alkaliphilus metalliredigens
Clostridium aceticum,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium aceticum
Clostridium cellulovorans,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium cellulovorans
Clostridium sp. DL-VIII,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. DL-VIII
Thermaerobacter sp. FW80,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter sp. FW80
Desulfosporosinus acidiphilus,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus acidiphilus
Mogibacterium pumilum,5,5,Bacteria,Bacteria_none,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Mogibacterium;Mogibacterium pumilum
